Amine,Tail,Lipid_name,Num tails,MolWt,Value_name,Model_type,Target_or_delivered_gene,Delivery_target,Route_of_administration,Experiment_weight
Zhou_dendrimer_1A5,Zhou_dendrimer_SC10,Zhou_dendrimer_1A5-SC10,1,474.752,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC10,Zhou_dendrimer_2A1-SC10,2,845.307,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC10,Zhou_dendrimer_2A4-SC10,2,839.259,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC10,Zhou_dendrimer_2A8-SC10,2,842.263,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC10,Zhou_dendrimer_2A9-SC10,2,805.242,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC10,Zhou_dendrimer_2A10-SC10,2,833.296,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC10,Zhou_dendrimer_2A12-SC10,2,849.295,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC10,Zhou_dendrimer_4A2-SC10,4,1570.374,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC10,Zhou_dendrimer_1H2-SC10,1,600.007,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC10,Zhou_dendrimer_1H3-SC10,1,656.115,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC10,Zhou_dendrimer_2H1-SC10,2,846.335,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC10,Zhou_dendrimer_2H6-SC10,2,986.605,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SC11,Zhou_dendrimer_1A1-SC11,1,472.736,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC11,Zhou_dendrimer_1A2-SC11,1,529.832,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC11,Zhou_dendrimer_1A3-SC11,1,502.762,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC11,Zhou_dendrimer_1A4-SC11,1,474.752,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC11,Zhou_dendrimer_1A5-SC11,1,488.779,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC11,Zhou_dendrimer_2A1-SC11,2,873.361,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC11,Zhou_dendrimer_2A3-SC11,2,873.361,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC11,Zhou_dendrimer_2A5-SC11,2,859.334,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC11,Zhou_dendrimer_2A7-SC11,2,875.333,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC11,Zhou_dendrimer_2A8-SC11,2,870.317,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC11,Zhou_dendrimer_2A9-SC11,2,833.296,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC11,Zhou_dendrimer_2A10-SC11,2,861.35,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC11,Zhou_dendrimer_2A11-SC11,2,918.446,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC11,Zhou_dendrimer_2A12-SC11,2,877.349,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC11,Zhou_dendrimer_3A4-SC11,3,1235.893,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC11,Zhou_dendrimer_4A2-SC11,4,1626.482,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC11,Zhou_dendrimer_1H1-SC11,1,571.953,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC11,Zhou_dendrimer_1H3-SC11,1,670.142,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC11,Zhou_dendrimer_2H1-SC11,2,874.389,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC11,Zhou_dendrimer_2H2-SC11,2,902.443,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC11,Zhou_dendrimer_2H5-SC11,2,986.605,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC11,Zhou_dendrimer_2H6-SC11,2,1014.659,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SC12,Zhou_dendrimer_1A1-SC12,1,486.763,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC12,Zhou_dendrimer_1A3-SC12,1,516.789,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC12,Zhou_dendrimer_1A4-SC12,1,488.779,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC12,Zhou_dendrimer_1A5-SC12,1,502.806,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC12,Zhou_dendrimer_2A1-SC12,2,901.415,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC12,Zhou_dendrimer_2A3-SC12,2,901.415,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC12,Zhou_dendrimer_2A7-SC12,2,903.387,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC12,Zhou_dendrimer_2A8-SC12,2,898.371,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC12,Zhou_dendrimer_2A9-SC12,2,861.35,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC12,Zhou_dendrimer_2A10-SC12,2,889.404,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC12,Zhou_dendrimer_2A11-SC12,2,946.5,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC12,Zhou_dendrimer_2A12-SC12,2,905.403,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC12,Zhou_dendrimer_3A1-SC12,3,1273.986,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC12,Zhou_dendrimer_3A2-SC12,3,1288.013,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC12,Zhou_dendrimer_3A4-SC12,3,1277.974,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC12,Zhou_dendrimer_4A2-SC12,4,1682.59,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC12,Zhou_dendrimer_1H1-SC12,1,585.98,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC12,Zhou_dendrimer_2H5-SC12,2,1014.659,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC12,Zhou_dendrimer_2H6-SC12,2,1042.713,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SC14,Zhou_dendrimer_1A1-SC14,1,514.817,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC14,Zhou_dendrimer_1A2-SC14,1,571.913,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC14,Zhou_dendrimer_1A3-SC14,1,544.843,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC14,Zhou_dendrimer_1A4-SC14,1,516.833,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC14,Zhou_dendrimer_1A5-SC14,1,530.86,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC14,Zhou_dendrimer_2A4-SC14,2,951.475,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC14,Zhou_dendrimer_2A7-SC14,2,959.495,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC14,Zhou_dendrimer_2A8-SC14,2,954.479,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC14,Zhou_dendrimer_2A10-SC14,2,945.512,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC14,Zhou_dendrimer_2A11-SC14,2,1002.608,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC14,Zhou_dendrimer_2A12-SC14,2,961.511,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC14,Zhou_dendrimer_3A1-SC14,3,1358.148,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC14,Zhou_dendrimer_3A2-SC14,3,1372.175,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC14,Zhou_dendrimer_3A4-SC14,3,1362.136,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A1,Zhou_dendrimer_SC14,Zhou_dendrimer_4A1-SC14,4,1858.938,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SC14,Zhou_dendrimer_4A4-SC14,4,1806.814,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SC14,Zhou_dendrimer_5A1-SC14,5,2204.483,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SC14,Zhou_dendrimer_5A2-SC14,5,2262.567,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A3,Zhou_dendrimer_SC14,Zhou_dendrimer_5A3-SC14,5,2261.579,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SC14,Zhou_dendrimer_5A4-SC14,5,2219.498,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A3,Zhou_dendrimer_SC14,Zhou_dendrimer_6A3-SC14,6,2634.15,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC14,Zhou_dendrimer_1H1-SC14,1,614.034,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC14,Zhou_dendrimer_1H2-SC14,1,656.115,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC14,Zhou_dendrimer_1H3-SC14,1,712.223,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC14,Zhou_dendrimer_2H1-SC14,2,958.551,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC14,Zhou_dendrimer_2H2-SC14,2,986.605,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC14,Zhou_dendrimer_2H5-SC14,2,1070.767,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC14,Zhou_dendrimer_2H6-SC14,2,1098.821,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SC16,Zhou_dendrimer_1A1-SC16,1,542.871,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC16,Zhou_dendrimer_1A2-SC16,1,599.967,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC16,Zhou_dendrimer_1A3-SC16,1,572.897,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC16,Zhou_dendrimer_1A4-SC16,1,544.887,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC16,Zhou_dendrimer_1A5-SC16,1,558.914,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC16,Zhou_dendrimer_2A2-SC16,2,1042.673,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC16,Zhou_dendrimer_2A4-SC16,2,1007.583,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC16,Zhou_dendrimer_2A5-SC16,2,999.604,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC16,Zhou_dendrimer_2A6-SC16,2,1013.631,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC16,Zhou_dendrimer_2A7-SC16,2,1015.603,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC16,Zhou_dendrimer_2A8-SC16,2,1010.587,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC16,Zhou_dendrimer_2A10-SC16,2,1001.62,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC16,Zhou_dendrimer_2A12-SC16,2,1017.619,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC16,Zhou_dendrimer_3A1-SC16,3,1442.31,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC16,Zhou_dendrimer_3A2-SC16,3,1456.337,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A3,Zhou_dendrimer_SC16,Zhou_dendrimer_3A3-SC16,3,1487.395,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC16,Zhou_dendrimer_3A4-SC16,3,1446.298,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A1,Zhou_dendrimer_SC16,Zhou_dendrimer_4A1-SC16,4,1971.154,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A3,Zhou_dendrimer_SC16,Zhou_dendrimer_4A3-SC16,4,1916.074,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SC16,Zhou_dendrimer_4A4-SC16,4,1919.03,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SC16,Zhou_dendrimer_5A1-SC16,5,2344.753,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SC16,Zhou_dendrimer_5A2-SC16,5,2402.837,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A3,Zhou_dendrimer_SC16,Zhou_dendrimer_5A3-SC16,5,2401.849,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SC16,Zhou_dendrimer_6A1-SC16,6,2845.543,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A3,Zhou_dendrimer_SC16,Zhou_dendrimer_6A3-SC16,6,2802.474,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC16,Zhou_dendrimer_1H1-SC16,1,642.088,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC16,Zhou_dendrimer_1H2-SC16,1,684.169,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC16,Zhou_dendrimer_1H3-SC16,1,740.277,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC16,Zhou_dendrimer_2H1-SC16,2,1014.659,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC16,Zhou_dendrimer_2H3-SC16,2,1070.767,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC16,Zhou_dendrimer_2H5-SC16,2,1126.875,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SC18,Zhou_dendrimer_1A1-SC18,1,570.925,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC18,Zhou_dendrimer_1A2-SC18,1,628.021,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC18,Zhou_dendrimer_1A3-SC18,1,600.951,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC18,Zhou_dendrimer_1A4-SC18,1,572.941,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC18,Zhou_dendrimer_1A5-SC18,1,586.968,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC18,Zhou_dendrimer_2A1-SC18,2,1069.739,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC18,Zhou_dendrimer_2A2-SC18,2,1098.781,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC18,Zhou_dendrimer_2A3-SC18,2,1069.739,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC18,Zhou_dendrimer_2A4-SC18,2,1063.691,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC18,Zhou_dendrimer_2A5-SC18,2,1055.712,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC18,Zhou_dendrimer_2A6-SC18,2,1069.739,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC18,Zhou_dendrimer_2A7-SC18,2,1071.711,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC18,Zhou_dendrimer_2A8-SC18,2,1066.695,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC18,Zhou_dendrimer_2A9-SC18,2,1029.674,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC18,Zhou_dendrimer_2A10-SC18,2,1057.728,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC18,Zhou_dendrimer_2A11-SC18,2,1114.824,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC18,Zhou_dendrimer_2A12-SC18,2,1073.727,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC18,Zhou_dendrimer_3A1-SC18,3,1526.472,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC18,Zhou_dendrimer_3A2-SC18,3,1540.499,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A3,Zhou_dendrimer_SC18,Zhou_dendrimer_3A3-SC18,3,1571.557,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC18,Zhou_dendrimer_3A4-SC18,3,1530.46,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SC18,Zhou_dendrimer_3A5-SC18,3,1600.599,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A1,Zhou_dendrimer_SC18,Zhou_dendrimer_4A1-SC18,4,2083.37,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC18,Zhou_dendrimer_4A2-SC18,4,2019.238,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A3,Zhou_dendrimer_SC18,Zhou_dendrimer_4A3-SC18,4,2028.29,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SC18,Zhou_dendrimer_4A4-SC18,4,2031.246,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SC18,Zhou_dendrimer_5A1-SC18,5,2485.023,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SC18,Zhou_dendrimer_5A2-SC18,5,2543.107,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A3,Zhou_dendrimer_SC18,Zhou_dendrimer_5A3-SC18,5,2542.119,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A3,Zhou_dendrimer_SC18,Zhou_dendrimer_6A3-SC18,6,2970.798,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC18,Zhou_dendrimer_1H1-SC18,1,670.142,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC18,Zhou_dendrimer_1H2-SC18,1,712.223,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC18,Zhou_dendrimer_1H3-SC18,1,768.331,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC18,Zhou_dendrimer_2H1-SC18,2,1070.767,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC18,Zhou_dendrimer_2H2-SC18,2,1098.821,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC18,Zhou_dendrimer_2H3-SC18,2,1126.875,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC18,Zhou_dendrimer_2H4-SC18,2,1154.929,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC18,Zhou_dendrimer_2H5-SC18,2,1182.983,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC18,Zhou_dendrimer_2H6-SC18,2,1211.037,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SC19,Zhou_dendrimer_1A1-SC19,1,422.591,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC19,Zhou_dendrimer_1A2-SC19,1,479.687,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC19,Zhou_dendrimer_1A3-SC19,1,452.617,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC19,Zhou_dendrimer_1A4-SC19,1,424.607,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC19,Zhou_dendrimer_1A5-SC19,1,438.634,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC19,Zhou_dendrimer_2A1-SC19,2,773.071,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC19,Zhou_dendrimer_2A2-SC19,2,802.113,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC19,Zhou_dendrimer_2A3-SC19,2,773.071,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC19,Zhou_dendrimer_2A5-SC19,2,759.044,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC19,Zhou_dendrimer_2A6-SC19,2,773.071,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC19,Zhou_dendrimer_2A7-SC19,2,775.043,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC19,Zhou_dendrimer_2A8-SC19,2,770.027,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC19,Zhou_dendrimer_2A9-SC19,2,733.006,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC19,Zhou_dendrimer_3A1-SC19,3,1081.47,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC19,Zhou_dendrimer_3A2-SC19,3,1095.497,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A3,Zhou_dendrimer_SC19,Zhou_dendrimer_3A3-SC19,3,1126.555,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC19,Zhou_dendrimer_3A4-SC19,3,1085.458,FFL silencing,HeLa,FFL,hela,in_vitro,1
